Country	Country Cod	Series	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Denmark	DNK	Regulatory Quality: Estimate	1.761256814	1.765266418	1.759091973	1.650685191	1.80342257	1.925144315	1.873555779	1.881789804	1.876393318	1.905198097	1.806774139	1.809969783	1.687075377	1.734574318	1.575459838
Denmark	DNK	Rule of Law: Estimate	1.916298985	1.960583806	1.951609135	1.948244095	1.997571826	2.013730049	1.966503382	1.924757004	1.897532105	1.922707915	1.873899817	1.900482297	2.096355438	2.042388916	1.895959139
Djibouti	DJI	Political Stability and Absence of Violence/Terrorism: Estimate	-0.3131302	-0.912508249	-0.344594181	-0.813312232	-0.259959519	-0.122194342	0.270492584	0.493948996	0.253481269	0.177703246	0.160619214	-0.102187522	-0.77023226	-0.443531573	-0.627737701
Djibouti	DJI	Control of Corruption: Estimate	-0.739349961	-0.824784458	-0.583542824	-0.710424066	-0.66229707	-0.543849289	-0.327979743	-0.368076384	-0.404465258	-0.410028398	-0.462367356	-0.542081892	-0.599377871	-0.657611907	-0.650624156
Djibouti	DJI	Government Effectiveness: Estimate	-0.804683149	-0.664538562	-0.586304128	-0.803671896	-0.877827644	-0.856229782	-0.86662215	-0.891377628	-0.972098351	-0.947884202	-1.063122511	-0.962294519	-0.974384606	-0.954309046	-0.973534286
Djibouti	DJI	Regulatory Quality: Estimate	-0.529780269	-0.715948105	-0.652937889	-0.784107864	-0.749221861	-0.696488738	-0.658729374	-0.613855124	-0.62647754	-0.536382735	-0.430198371	-0.522316337	-0.530921757	-0.699164391	-0.699908793
Djibouti	DJI	Rule of Law: Estimate	-0.917407632	-0.86728406	-0.85050267	-0.957037628	-0.87682575	-0.756274581	-0.644798994	-0.676523983	-0.729149699	-0.807053387	-0.791456461	-0.772086501	-0.8739326	-0.922180951	-0.971201181
Dominica	DMA	Political Stability and Absence of Violence/Terrorism: Estimate	0.548116386	0.672487736	0.946451068	0.832658172	0.912001431	0.787977576	0.915203333	0.666293442	0.903117776	1.139158607	0.980585456	1.119856238	1.05717814	1.077941298	1.128755093
Dominica	DMA	Control of Corruption: Estimate	0.523632526	0.529143512	0.609297514	0.662807524	0.615135312	0.623109281	0.678718925	0.726198554	0.708867908	0.709491849	0.664162338	0.666661501	0.624051988	0.623419344	0.62667495
Dominica	DMA	Government Effectiveness: Estimate	0.520074725	0.359107375	0.226609617	0.490844339	0.447506875	0.481825233	0.541592062	0.627188683	0.649909198	0.603641331	0.661122739	0.708178163	0.076308608	0.117436104	0.048784968
Dominica	DMA	Regulatory Quality: Estimate	0.741121292	0.856171846	0.63124764	0.785306036	0.886119604	0.743587732	0.597470999	0.585144401	0.484202236	0.300636798	0.32692644	0.310987025	0.273593694	0.232569695	0.198957995
Dominica	DMA	Rule of Law: Estimate	0.761684	0.740078092	0.621062994	0.619343519	0.696042836	0.646536708	0.636563599	0.712046564	0.705635607	0.648809731	0.637001753	0.648914933	0.492903143	0.673474789	0.606004953
Dominican Republic	DOM	Political Stability and Absence of Violence/Terrorism: Estimate	0.119549684	-0.419236034	-0.343868911	-0.258744866	-0.108513825	-0.077550009	-0.037004936	-0.001411321	-0.044954035	-0.00048185	0.252366811	0.207428694	0.145934492	0.236706421	0.290499002
Dominican Republic	DOM	Control of Corruption: Estimate	-0.476075649	-0.703045964	-0.585199773	-0.690175951	-0.700955391	-0.747674048	-0.725965321	-0.778066635	-0.843630075	-0.812097371	-0.859959841	-0.874585688	-0.816102564	-0.818429589	-0.77670145
Dominican Republic	DOM	Government Effectiveness: Estimate	-0.392885536	-0.543788612	-0.680541992	-0.5511778	-0.585124493	-0.674710691	-0.619609892	-0.612606525	-0.643543899	-0.590701282	-0.510242641	-0.46754539	-0.435269862	-0.357235849	-0.24927178
Dominican Republic	DOM	Regulatory Quality: Estimate	-0.210949868	-0.329381347	-0.427950978	-0.384817004	-0.236422852	-0.237553358	-0.192823008	-0.19251655	-0.152281716	-0.195434228	-0.1042744	-0.071071163	-0.036815155	-0.037778012	-0.065239087
Dominican Republic	DOM	Rule of Law: Estimate	-0.672770262	-0.608572602	-0.67210573	-0.670407236	-0.575809121	-0.613635421	-0.660289288	-0.772622108	-0.808333457	-0.773406386	-0.687770724	-0.532390594	-0.405669421	-0.512686312	-0.28849715
Ecuador	ECU	Political Stability and Absence of Violence/Terrorism: Estimate	-0.762054026	-0.960764229	-0.842865884	-0.794365287	-0.853982389	-0.814442813	-0.728910506	-0.673187852	-0.586674452	-0.686557531	-0.57030648	-0.178656712	-0.018533209	-0.143955871	-0.099583343
Ecuador	ECU	Control of Corruption: Estimate	-0.886092007	-0.75857842	-0.703296781	-0.712955058	-0.751305938	-0.771818876	-0.687103808	-0.804220438	-0.773099005	-0.708450615	-0.578062117	-0.570954144	-0.754930556	-0.67123884	-0.672770023
Ecuador	ECU	Government Effectiveness: Estimate	-0.835048497	-0.857577562	-0.908025205	-0.946908653	-0.996869028	-0.869371355	-0.864921331	-0.794284344	-0.716598332	-0.581419289	-0.504882157	-0.501632035	-0.472943544	-0.442261696	-0.43175301
Ecuador	ECU	Regulatory Quality: Estimate	-0.669720173	-0.662544966	-0.716367304	-0.78752166	-1.111778259	-1.141478539	-1.138786674	-1.296206713	-1.170819998	-1.031472564	-1.01731348	-0.92818886	-1.007219911	-1.157369137	-1.018530726
Ecuador	ECU	Rule of Law: Estimate	-0.720815539	-0.738096952	-0.746674299	-0.793714285	-1.033067226	-1.035035491	-1.167480707	-1.251498699	-1.204075575	-1.205297947	-1.134687901	-0.968271494	-1.058417678	-1.028905153	-0.69361645
"Egypt, Arab Rep."	EGY	Political Stability and Absence of Violence/Terrorism: Estimate	-0.41343835	-0.64012897	-0.821635008	-0.630180418	-0.838822544	-0.551373839	-0.510507584	-0.607051015	-0.898418307	-1.437057018	-1.436329722	-1.6388309	-1.631176591	-1.496645689	-1.419192791
"Egypt, Arab Rep."	EGY	Control of Corruption: Estimate	-0.409348905	-0.552832007	-0.647138596	-0.624449253	-0.747485101	-0.762017548	-0.779131889	-0.515469074	-0.631366074	-0.695504189	-0.598087668	-0.631305218	-0.624814928	-0.642629683	-0.629355073
"Egypt, Arab Rep."	EGY	Government Effectiveness: Estimate	-0.406013608	-0.336620927	-0.26580888	-0.415194184	-0.506440222	-0.389128655	-0.365895152	-0.279506087	-0.370581895	-0.568378389	-0.808497548	-0.877399504	-0.822677433	-0.75222075	-0.657724082
"Egypt, Arab Rep."	EGY	Regulatory Quality: Estimate	-0.482995838	-0.598128617	-0.508436859	-0.424104422	-0.435702562	-0.288729608	-0.182439208	-0.197176218	-0.174629584	-0.343916386	-0.475141346	-0.640083671	-0.762560308	-0.835592747	-0.923167944
"Egypt, Arab Rep."	EGY	Rule of Law: Estimate	0.012345284	0.021365564	0.019537851	-0.024182694	-0.257810205	-0.229975536	-0.129250243	-0.10517665	-0.179419875	-0.452046961	-0.472383499	-0.633282006	-0.662516296	-0.594087958	-0.40953967
El Salvador	SLV	Political Stability and Absence of Violence/Terrorism: Estimate	0.297612548	-0.179622203	-0.068681218	-0.03310702	-0.166958243	-0.006319272	0.040578935	-0.006189431	0.058842227	0.111001194	0.234583974	-0.033658903	-0.024590004	-0.016997365	-0.059620958
El Salvador	SLV	Control of Corruption: Estimate	-0.679732323	-0.367350012	-0.424856365	-0.454791427	-0.296290636	-0.371979117	-0.361731887	-0.2503784	-0.27694118	-0.261907548	-0.412716955	-0.353899956	-0.376873732	-0.423664808	-0.566049516
El Salvador	SLV	Government Effectiveness: Estimate	-0.503210485	-0.350971133	-0.341768175	-0.381630391	-0.152433082	-0.201509923	-0.16203782	-0.044886146	0.007417973	-0.102897249	-0.127177879	-0.11522536	-0.032733403	-0.235498786	-0.278847933
El Salvador	SLV	Regulatory Quality: Estimate	0.016505403	-0.143431306	0.064705171	-0.177207187	0.036384292	0.192617923	0.207266971	0.320033431	0.363027155	0.471409976	0.325457662	0.313120753	0.318871319	0.196322501	0.093899637
El Salvador	SLV	Rule of Law: Estimate	-0.510175586	-0.455793262	-0.381176054	-0.454086155	-0.62168324	-0.645042658	-0.667651653	-0.7476089	-0.812620401	-0.722222865	-0.698693275	-0.619059324	-0.476327419	-0.585063934	-0.707341552
Equatorial Guinea	GNQ	Political Stability and Absence of Violence/Terrorism: Estimate	-0.522288918	0.113218956	-0.061746225	-0.392767757	0.165612534	0.255957812	0.204238012	0.373255581	0.236128226	0.150343806	0.232703447	0.120355181	-0.374146551	-0.205352426	-0.192911938
Equatorial Guinea	GNQ	Control of Corruption: Estimate	-1.426697612	-1.515183806	-1.662698627	-1.614473462	-1.585842967	-1.502981544	-1.465785384	-1.466522098	-1.469078898	-1.463094473	-1.523855448	-1.593720317	-1.772761345	-1.765860438	-1.813440204
Equatorial Guinea	GNQ	Government Effectiveness: Estimate	-1.338886142	-1.242262483	-1.443030477	-1.434866905	-1.584831476	-1.666087627	-1.667328954	-1.69688344	-1.679617643	-1.633306384	-1.606107473	-1.541716576	-1.504542947	-1.417881489	-1.409004807
Equatorial Guinea	GNQ	Regulatory Quality: Estimate	-1.462747812	-1.361233711	-1.453584313	-1.425848722	-1.390018463	-1.314680099	-1.318620563	-1.278897166	-1.380439997	-1.33317709	-1.444630146	-1.426211476	-1.361804724	-1.347725868	-1.380165935
Equatorial Guinea	GNQ	Rule of Law: Estimate	-1.461439252	-1.405076027	-1.484361172	-1.459866762	-1.371015668	-1.303462029	-1.268904924	-1.270539761	-1.300993323	-1.265435815	-1.295616746	-1.349340796	-1.448759675	-1.456297636	-1.43647027
Eritrea	ERI	Political Stability and Absence of Violence/Terrorism: Estimate	-0.266984373	-0.719401658	-0.639192045	-0.795266271	-0.899921954	-1.047725558	-0.711378455	-0.681066215	-0.875592828	-0.76640439	-0.702197254	-0.772372127	-0.805872619	-0.876751304	-0.881781042
Eritrea	ERI	Control of Corruption: Estimate	-0.03067616	-0.133529052	-0.224918202	-0.356740594	-0.345125645	-0.438918501	-0.39304927	-0.494216919	-0.5593853	-0.629201293	-0.775439322	-0.90179193	-0.891285539	-1.301119447	-1.131860733
Eritrea	ERI	Government Effectiveness: Estimate	-0.74062115	-0.893005252	-1.003851295	-0.935537457	-1.300267696	-1.29011476	-1.299435496	-1.365196586	-1.357186317	-1.411576629	-1.447657943	-1.519717574	-1.607063174	-1.59330833	-1.685041428
Eritrea	ERI	Regulatory Quality: Estimate	-1.06561625	-1.534939885	-1.659135461	-1.696156621	-2.070661545	-2.108098745	-2.17517662	-2.243670225	-2.243315458	-2.209825754	-2.239071846	-2.226171732	-2.128177166	-2.108708858	-2.186726809
Eritrea	ERI	Rule of Law: Estimate	-0.562081456	-0.658224404	-0.864189923	-1.041639328	-1.188964725	-1.277803183	-1.302218199	-1.310355663	-1.348670125	-1.350913644	-1.387417197	-1.407486081	-1.530384064	-1.487505198	-1.52739346
Estonia	EST	Political Stability and Absence of Violence/Terrorism: Estimate	0.929818749	0.895133376	0.703588128	0.603889704	0.736498475	0.633879602	0.570784152	0.565775871	0.661366999	0.611041307	0.636465192	0.748215437	0.780257881	0.620919824	0.692293525
Estonia	EST	Control of Corruption: Estimate	0.740039885	0.913715363	0.98388958	1.032414436	1.020036578	1.003259063	0.990575671	1.007584095	0.995167315	1.052501321	1.096038103	1.188760996	1.303455591	1.293634295	1.213865995
Estonia	EST	Government Effectiveness: Estimate	0.735764623	0.941967666	0.924236	0.964996755	1.157150984	1.03731823	1.161840796	1.009114146	1.085700631	1.076736927	0.954537988	0.974775255	1.016679525	1.06819737	1.115696788
Estonia	EST	Regulatory Quality: Estimate	1.38843596	1.301431894	1.300696969	1.294085383	1.294109344	1.359947085	1.419457197	1.395184398	1.390466332	1.390988946	1.417085648	1.447542191	1.676558495	1.66903913	1.69809413
Estonia	EST	Rule of Law: Estimate	0.824948132	0.805907726	0.946691692	0.969764113	1.140900135	1.173004985	1.19912076	1.131253362	1.159708977	1.183797717	1.157106638	1.198479652	1.372891307	1.331923485	1.244093418
Ethiopia	ETH	Political Stability and Absence of Violence/Terrorism: Estimate	-1.223213792	-1.408553958	-1.31148231	-1.690748692	-1.738936901	-1.803412437	-1.730085373	-1.640794158	-1.635101199	-1.50696373	-1.564271331	-1.407307386	-1.339387417	-1.498187423	-1.568975925
Ethiopia	ETH	Control of Corruption: Estimate	-0.581034422	-0.658990324	-0.728138566	-0.770080328	-0.646135807	-0.628745317	-0.664216995	-0.701390207	-0.690625668	-0.657939911	-0.602590203	-0.494946271	-0.444255531	-0.450164944	-0.438951552
Ethiopia	ETH	Government Effectiveness: Estimate	-0.904970288	-0.882254958	-0.785975337	-0.917130411	-0.660014093	-0.438456893	-0.396732926	-0.496887237	-0.432230085	-0.484161735	-0.425269544	-0.606997073	-0.42448172	-0.646661103	-0.639099538
Ethiopia	ETH	Regulatory Quality: Estimate	-1.206066608	-1.15692234	-0.978046298	-1.133831263	-1.008481026	-0.94420892	-0.860121489	-0.930391848	-0.870289147	-0.999798715	-1.047956347	-1.118451953	-1.065145612	-1.031195641	-1.101372957
Ethiopia	ETH	Rule of Law: Estimate	-0.939838946	-0.828142405	-0.861382306	-0.936121404	-0.659836471	-0.64883393	-0.697095335	-0.827087522	-0.801650465	-0.739557683	-0.677484751	-0.647413611	-0.471563309	-0.509025514	-0.393549562
Fiji	FJI	Political Stability and Absence of Violence/Terrorism: Estimate	0.473249972	0.452733874	0.388892502	0.384415507	-0.038168993	0.061845288	-0.067485437	-0.274149209	-0.190827519	-0.071288198	-0.067774832	-0.051027689	0.553164601	0.580308676	0.830223858
Fiji	FJI	Control of Corruption: Estimate	0.296194106	0.056585409	0.158494473	-0.301722944	0.008832237	-0.046587173	-0.048133511	-0.342416376	-0.459091842	-0.125876456	-0.110103369	-0.121098489	0.179258391	0.169921458	0.134271145
Fiji	FJI	Government Effectiveness: Estimate	0.141598359	-0.113313593	-0.390917808	-0.079778723	-0.09139888	-0.432208866	-0.733542919	-0.910173655	-0.724238753	-0.706200659	-0.838006258	-0.843451798	-0.367771119	-0.291203529	-0.263694465
Fiji	FJI	Regulatory Quality: Estimate	0.075860471	-0.263802052	-0.631707609	-0.389485121	-0.422161788	-0.442815125	-0.678254604	-0.957582235	-0.667689681	-0.495104343	-0.578681111	-0.547449827	-0.382622153	-0.362124681	-0.377137929
Fiji	FJI	Rule of Law: Estimate	-0.325181991	-0.049392577	0.026030723	-0.046610039	-0.064472169	-0.600928247	-0.561472178	-0.771072328	-0.848421395	-0.824531317	-0.79121691	-0.822952628	-0.511486351	-0.404100507	-0.29466182
Finland	FIN	Political Stability and Absence of Violence/Terrorism: Estimate	1.755193233	1.68811655	1.62026	1.595862269	1.50135088	1.487836719	1.445845008	1.459815145	1.423606873	1.393471003	1.400765181	1.385172486	1.282197237	1.040587306	0.961734354
Finland	FIN	Control of Corruption: Estimate	2.429387331	2.437770844	2.435114622	2.325073004	2.464972258	2.40054965	2.337259531	2.251192331	2.159788132	2.198592424	2.235261202	2.202126265	2.165774584	2.275295973	2.283062458
Finland	FIN	Government Effectiveness: Estimate	2.16153717	2.261098623	2.169804811	2.129371881	2.17011404	1.974781752	2.050841331	2.229058743	2.2293396	2.241137981	2.220477581	2.174288273	1.998275638	1.813305736	1.848472953
Finland	FIN	Regulatory Quality: Estimate	1.866808772	1.858854055	1.790919185	1.662623048	1.601977944	1.548008204	1.610823512	1.812505722	1.875640154	1.819748044	1.829248667	1.85151279	1.884034514	1.836381435	1.817479253
Finland	FIN	Rule of Law: Estimate	1.938036919	1.999097228	1.961036682	1.963108897	1.973504543	1.914935946	1.922676086	1.970258117	1.968725324	1.949498773	1.951503277	1.936688185	2.100273371	2.063123703	2.017793417
France	FRA	Political Stability and Absence of Violence/Terrorism: Estimate	0.928578258	0.181763723	0.345935553	0.401587397	0.597088873	0.563624442	0.545720041	0.51175195	0.681087554	0.602992833	0.554941535	0.448744118	0.300568491	0.106706373	-0.064124487
France	FRA	Control of Corruption: Estimate	1.228348017	1.349143744	1.3304286	1.366184831	1.463726521	1.464608192	1.407428026	1.438242078	1.466379523	1.532393575	1.455788136	1.329576135	1.314697027	1.305651546	1.366199851
France	FRA	Government Effectiveness: Estimate	1.60240674	1.714666128	1.776973248	1.67152679	1.632802367	1.471042156	1.582908034	1.480974436	1.430300951	1.35914433	1.340279341	1.48182869	1.403170347	1.437052965	1.406624436
France	FRA	Regulatory Quality: Estimate	1.016843677	1.248101592	1.226130128	1.246632099	1.240273237	1.287171364	1.284124732	1.216957688	1.31238091	1.161314487	1.130378962	1.157089353	1.078785777	1.129694223	1.070249557
France	FRA	Rule of Law: Estimate	1.240936279	1.367351055	1.44288969	1.418815017	1.474471927	1.472338557	1.507124543	1.452676177	1.519731045	1.446996093	1.454164147	1.426772714	1.474639177	1.41331923	1.406672239
French Guiana	GUF	Political Stability and Absence of Violence/Terrorism: Estimate	0.303475589	0.314941287	0.173931926	0.207418069	0.046954747	0.056068778	0.071426935	0.303654045	0.191745475	0.193025932	0.215082258	0.218277127	0.527634025	0.568954766	0.555143654
French Guiana	GUF	Control of Corruption: Estimate	0.880126476	0.888943553	0.807995975	0.796942115	0.782759428	0.791800439	0.806962311	1.11636126	1.127208591	1.109980702	1.10297966	1.126604676	1.018918037	1.019112229	0.979321837
French Guiana	GUF	Government Effectiveness: Estimate	0.884188294	0.892434359	0.682676196	0.761682153	0.769911587	0.742445588	0.76356101	1.198829174	1.212755561	1.185758114	1.145516276	1.102965117	1.128373861	1.122841358	1.13786006
French Guiana	GUF	Regulatory Quality: Estimate	0.980219662	0.95957166	0.530380666	0.86632514	0.856049955	0.877561986	0.894550323	1.196152091	1.235814571	1.214001179	1.271523833	1.289984703	1.458538651	1.449474812	1.428865314
French Guiana	GUF	Rule of Law: Estimate	0.974591553	0.99615401	0.547608554	0.857202649	0.82051301	0.573664069	0.584115922	1.162104964	1.177471042	1.199741602	1.161048532	1.129531503	1.066060424	1.295758367	1.326302052
Gabon	GAB	Political Stability and Absence of Violence/Terrorism: Estimate	0.405798167	0.29888311	0.407774419	0.326008767	0.220145106	0.303301662	0.263652891	0.141696498	0.299279243	0.384890914	0.29329142	0.330102742	0.149542809	0.021186959	-0.067835003
Gabon	GAB	Control of Corruption: Estimate	-0.590740681	-0.63199079	-0.846557617	-0.671062946	-0.972755313	-1.063235998	-1.078962803	-1.003023982	-0.867165804	-0.888644755	-0.69981122	-0.657757461	-0.691624343	-0.714149475	-0.749289095
Gabon	GAB	Government Effectiveness: Estimate	-0.34239766	-0.441516191	-0.783030987	-0.814778507	-0.78297013	-0.790611804	-0.818243444	-0.743608236	-0.772148669	-0.795038342	-0.904819489	-0.830842853	-0.644165218	-0.73356396	-0.790056109
Gabon	GAB	Regulatory Quality: Estimate	-0.162380263	-0.114754379	-0.455657154	-0.147894159	-0.408307284	-0.516336083	-0.633660376	-0.582280159	-0.547709167	-0.543915749	-0.591511548	-0.640261531	-0.792976558	-0.797161996	-0.797914207
Gabon	GAB	Rule of Law: Estimate	-0.223632827	-0.369513601	-0.515750051	-0.449916154	-0.737107694	-0.701925457	-0.626971066	-0.545626462	-0.517358303	-0.461302876	-0.469428033	-0.539848983	-0.508886874	-0.549935818	-0.584349215
"Gambia, The"	GMB	Political Stability and Absence of Violence/Terrorism: Estimate	0.826281488	0.324019551	0.165589795	0.20212394	-0.034331392	0.047755197	0.065115325	0.124417946	0.065416984	-0.000270605	-0.000778838	-0.048636407	-0.151400715	0.019588569	-0.520871699
"Gambia, The"	GMB	Control of Corruption: Estimate	-0.440916479	-0.287430495	-0.61130476	-0.705864549	-0.721863866	-0.728480995	-0.738227427	-0.573622286	-0.594548345	-0.509040654	-0.644618988	-0.696428359	-0.693829834	-0.770209014	-0.796910167
"Gambia, The"	GMB	Government Effectiveness: Estimate	-0.634112298	-0.478589863	-0.550838172	-0.715591133	-0.675155938	-0.574324727	-0.724349976	-0.671888769	-0.678813875	-0.60782522	-0.512429535	-0.70537895	-0.669894457	-0.903461635	-0.843511879
"Gambia, The"	GMB	Regulatory Quality: Estimate	-0.519608617	-0.463815153	-0.442398131	-0.552559614	-0.404295266	-0.374037534	-0.403168947	-0.342745036	-0.398779094	-0.284553349	-0.228119314	-0.361439437	-0.456938982	-0.508693397	-0.509284317
"Gambia, The"	GMB	Rule of Law: Estimate	-0.344602138	0.102790765	-0.400683373	-0.379381537	-0.360065252	-0.31248945	-0.413119853	-0.505888104	-0.555409133	-0.54315418	-0.576514304	-0.642992079	-0.689125657	-0.721325636	-0.747435212
Georgia	GEO	Political Stability and Absence of Violence/Terrorism: Estimate	-1.191802025	-1.298721552	-0.865184188	-0.754165471	-0.964483857	-0.644772351	-0.920110285	-0.966572702	-0.718320906	-0.656951964	-0.680453956	-0.441366166	-0.321507543	-0.466081887	-0.286235988
Georgia	GEO	Control of Corruption: Estimate	-1.233964562	-0.695989192	-0.468715578	-0.215431377	0.044396598	-0.134558663	-0.108392961	-0.123984538	0.007956974	0.118363574	0.401268631	0.469234914	0.785900772	0.679609179	0.673087776
Georgia	GEO	Government Effectiveness: Estimate	-0.795984685	-0.399478137	-0.537414432	-0.433997184	-0.244487524	0.110572636	0.296718448	0.287324846	0.309259713	0.553663909	0.60583812	0.58521229	0.489187151	0.404683113	0.511828899
Georgia	GEO	Regulatory Quality: Estimate	-0.780303121	-0.624970078	-0.455401838	-0.601993382	-0.140745372	0.293572903	0.484017223	0.500805318	0.593842745	0.664245486	0.693682075	0.756607175	0.933986187	0.9224599	1.00849998
Georgia	GEO	Rule of Law: Estimate	-1.056167364	-0.898305774	-0.65791589	-0.709320903	-0.463904649	-0.346999019	-0.267309159	-0.204927728	-0.209616065	-0.124278314	-0.014561474	-0.005961422	0.190929726	0.271524847	0.367095262
Germany	DEU	Political Stability and Absence of Violence/Terrorism: Estimate	1.099539518	0.578257501	0.639836669	0.890193582	1.026523352	0.996008515	0.945834458	0.860530794	0.796834469	0.842218459	0.775621295	0.92798388	0.925186455	0.699824274	0.760188997
Germany	DEU	Control of Corruption: Estimate	1.939488769	1.929957986	1.862092018	1.885012746	1.803052306	1.735840321	1.759812832	1.755257964	1.776269913	1.743272901	1.829577088	1.813810706	1.838379741	1.837866783	1.826561928
Germany	DEU	Government Effectiveness: Estimate	1.719772458	1.419070363	1.487870574	1.505680919	1.650242805	1.637843847	1.522835732	1.578987122	1.571171761	1.554961085	1.593369126	1.542519927	1.731391549	1.73711729	1.744619012
Germany	DEU	Regulatory Quality: Estimate	1.558397174	1.534464955	1.479607821	1.516365409	1.569093704	1.615169406	1.488769293	1.519109249	1.573053479	1.554824591	1.536132336	1.553043604	1.703042984	1.723077774	1.817039132
Germany	DEU	Rule of Law: Estimate	1.666164994	1.674761415	1.639208913	1.663715005	1.783432961	1.772996068	1.745705962	1.655951381	1.631237388	1.616170526	1.664947629	1.649499655	1.856834173	1.795013547	1.606999516
Ghana	GHA	Political Stability and Absence of Violence/Terrorism: Estimate	-0.163768291	0.028774206	0.03996684	0.168321386	0.00803204	-0.071785778	-0.027628802	0.029943397	0.026093241	0.167112142	0.130694985	0.060606085	-0.106807962	-0.032099333	-0.162033558
Ghana	GHA	Control of Corruption: Estimate	-0.328904122	-0.25448063	-0.253164649	-0.367138475	-0.021053741	0.03904682	-0.07054238	-0.007212557	0.011523399	-0.025711361	-0.126567617	-0.096623495	-0.192189008	-0.197833717	-0.166219041
Ghana	GHA	Government Effectiveness: Estimate	-0.097764947	-0.197379127	-0.200466141	-0.187381759	0.160327539	0.128842697	0.032725435	-0.045350794	-0.037885677	-0.050453752	-0.048532676	-0.098373681	-0.280857623	-0.251235664	-0.202281639
Ghana	GHA	Regulatory Quality: Estimate	-0.448366553	-0.262136936	-0.3660312	-0.125405297	-0.063811637	-0.048031006	-0.036896843	0.080397211	0.115947381	0.124874078	0.128127784	0.084605135	-0.005796506	-0.031253885	-0.232526019
Ghana	GHA	Rule of Law: Estimate	0.042411845	0.068903066	-0.119032249	-0.116284296	0.054455802	0.035717979	-0.068018384	-0.042059805	-0.028069649	-0.004878859	0.010495004	0.149142131	0.052244995	0.142052844	-0.003629279
Greece	GRC	Political Stability and Absence of Violence/Terrorism: Estimate	0.875026405	0.479343265	0.489637434	0.506985068	0.632189929	0.524189413	0.270058572	-0.207736254	-0.127206877	-0.098695189	-0.217248693	-0.171341717	-0.140445963	-0.230252355	-0.138517588
Greece	GRC	Control of Corruption: Estimate	0.424130976	0.388840795	0.464959532	0.358235359	0.363785923	0.26738295	0.13356024	0.067469649	-0.057776872	-0.098818809	-0.189221814	-0.04531141	-0.122388072	-0.076607928	-0.052194919
Greece	GRC	Government Effectiveness: Estimate	0.8249017	0.76126945	0.805215478	0.71530503	0.636947989	0.557945132	0.58529228	0.61948657	0.556039333	0.512197733	0.319800168	0.459202468	0.398586392	0.256199121	0.21118468
Greece	GRC	Regulatory Quality: Estimate	0.986624241	1.019929767	0.845335364	0.960756898	0.858503461	0.89470762	0.880908966	0.836670935	0.644664288	0.496458232	0.526941478	0.633416533	0.329337507	0.409622997	0.148314923
Greece	GRC	Rule of Law: Estimate	0.747603178	0.818208218	0.913303733	0.79458195	0.873663366	0.872375548	0.862212479	0.652814925	0.630501211	0.572887123	0.426507235	0.465021938	0.36259988	0.267151922	0.196004018
Greenland	GRL	Political Stability and Absence of Violence/Terrorism: Estimate	..	..	..	..	..	..	..	1.518349648	1.645201087	1.940006495	1.934407234	1.931952834	1.924541116	1.943137646	1.961482763
Greenland	GRL	Control of Corruption: Estimate	..	..	..	..	..	..	..	1.190771699	1.216470242	1.228381157	1.221595764	1.24264586	1.207874417	1.19053793	1.168300867
Greenland	GRL	Government Effectiveness: Estimate	..	..	..	..	..	..	..	1.029812217	1.017366171	1.006677985	1.002491951	0.943659961	0.920352161	0.867989659	0.847037435
Greenland	GRL	Regulatory Quality: Estimate	..	..	..	..	..	..	..	1.350402594	1.364371657	1.330945849	1.37513268	1.397565961	1.378306389	1.353183866	1.33472085
Greenland	GRL	Rule of Law: Estimate	..	..	..	..	..	..	..	1.723481536	1.73589325	1.742569804	1.719516397	1.697370648	1.738286018	1.701292872	1.73632884
Grenada	GRD	Political Stability and Absence of Violence/Terrorism: Estimate	0.923647046	0.885665894	0.879528821	0.412665069	0.389241964	0.384340227	0.385927677	0.390582532	0.518380046	0.360115409	0.492649019	0.426174343	0.774568856	0.790708482	1.01384449
Grenada	GRD	Control of Corruption: Estimate	0.698819816	0.702247739	0.609297514	0.662807524	0.633592486	0.37590459	0.318727493	0.355446041	0.425114959	0.421742469	0.416996032	0.419845134	0.247271582	0.556010067	0.568943858
Grenada	GRD	Government Effectiveness: Estimate	0.434966177	0.30273062	0.18696174	0.327545911	0.30754897	0.234997183	0.190076455	0.213173762	0.175972864	0.227857649	0.267391056	0.227247208	-0.108672678	-0.196174711	-0.179290071
Grenada	GRD	Regulatory Quality: Estimate	0.436120957	0.445992351	0.211490005	0.35027352	0.51294589	0.434626162	0.297636151	0.300218523	0.364560455	0.285654157	0.289291859	0.284135312	0.191698045	0.09009181	0.083979875
Grenada	GRD	Rule of Law: Estimate	0.409763932	0.383336753	0.319253504	0.319001049	0.229442254	0.153192014	0.084641412	0.133972734	0.108442597	0.137342364	0.125437871	0.133370638	-0.167484716	0.144673064	0.565270066
Guam	GUM	Political Stability and Absence of Violence/Terrorism: Estimate	..	..	0.635138452	0.746486902	0.704094112	0.431763172	0.441932976	0.401667595	0.395871073	0.791545987	0.780917645	0.798485518	0.750133276	0.807903051	0.671826661
Guam	GUM	Control of Corruption: Estimate	..	..	0.384460539	0.796942115	0.782759428	0.791800439	0.806962311	0.839033186	0.820522785	0.798508227	0.787527919	0.785368562	1.225221634	1.218488932	1.230340838
